"Site"	"Species"	"H"	"D"	"Stem_biomass"
"Site 2"	"Species 2"	9.32681548874529	18.1278791755904	41.9046565935927
"Site 2"	"Species 2"	27.0322947793159	38.640619860962	270.019924904107
"Site 2"	"Species 2"	34.1472441802533	144.594313701382	1881.12430272516
"Site 2"	"Species 2"	36.7954361030447	130.931808880996	1564.79243125158
"Site 2"	"Species 2"	38.3583803435044	137.117975003785	1300.93062213891
"Site 2"	"Species 2"	31.9703784447014	88.4030313114636	874.327074750583
"Site 2"	"Species 2"	33.465342506842	92.4214514158666	675.259983268409
"Site 2"	"Species 2"	40.0608265339507	139.796111220494	1412.12553918501
"Site 2"	"Species 2"	37.134367923482	114.834461101564	1067.90767498028
"Site 2"	"Species 2"	19.7065083379805	44.6650779177435	296.02794084361
"Site 2"	"Species 2"	26.7454513332698	55.2483282610774	391.004216310867
"Site 2"	"Species 2"	33.8024402076755	90.2842466533184	815.181235119971
"Site 2"	"Species 2"	23.914283736114	53.8373353611678	400.705596292658
"Site 2"	"Species 2"	38.1758289945675	127.078084907262	1529.91240401534
"Site 2"	"Species 2"	30.4091759464131	63.5703204071615	475.288539829962
"Site 2"	"Species 2"	36.2257569555379	148.896504300646	1842.27695726756
"Site 2"	"Species 2"	26.0817654606001	55.2450152195524	443.276221566156
"Site 2"	"Species 2"	11.6683837954668	30.8153228054289	106.11947579338
"Site 2"	"Species 2"	32.5550658771942	107.932254807092	1111.98893647316
"Site 2"	"Species 2"	36.0533348850419	146.300084064715	1868.80964528386
"Site 2"	"Species 2"	32.0036474047669	95.4146253084764	836.111609650256
"Site 2"	"Species 2"	24.510123302374	54.1584577329922	265.151829777921
"Site 2"	"Species 2"	33.0145675327587	82.2833965555765	887.410581443556
